time,AT,CH,DE,FR,IT
0,6.447717653222364,6.709541824856066,41.20596833616141,62.97724205632711,17.934817386029145
1,6.125338134272672,6.7962034230362764,39.43068805231032,61.235241619370264,16.32078718543286
2,5.802502330588908,6.711209101416839,37.18479022577346,58.25791819297744,14.183756372814196
3,5.186872014346337,6.541868796656284,35.18149465327625,51.1377606783404,11.868361020031001
4,4.3934287440392765,5.47982448637883,32.65641438226506,42.32330066921034,8.897670219298076
5,4.500158719840447,5.2495254664671815,31.466710878080626,40.81972878764593,8.644761288206205
6,4.62987930259389,5.305341876302492,30.960456446941496,42.00417744869983,9.79325316122432
7,4.9239162467323325,5.2941852879102544,31.38436174280004,42.65253615884394,10.259377621200574
8,5.276679830467174,5.222666169884288,33.05242667127604,44.56445376739261,11.333054425353437
9,5.732113348504015,5.537643613444389,35.886615340144864,47.20762697262753,13.684442028697692
10,6.194241239593768,5.789362585267162,38.9306425035197,50.49425302589443,15.526225000897952
11,6.480983321940721,6.065807363855576,41.663821476408,53.09544105706827,17.923462408039406
12,6.399505348398463,5.885729254201743,42.969738611354046,56.03051893863131,19.595682465282223
13,6.240601670425793,5.919731162260522,42.06112125650242,54.5224077245581,17.818554438415628
14,6.086455703749738,6.256920331614801,40.96013826586968,50.91913977533897,16.121686071734228
15,6.070676515720977,6.083671196299337,40.89380302790664,48.229165134130355,15.656439438338039
16,6.327124388984414,5.6061041351265,42.53077242486852,47.33479851455857,16.622455140045233
17,6.672233327597478,5.105448718668646,46.053554920675126,50.778891715230046,18.910253684025253
18,6.61848180523929,5.41917243200252,46.72625794431082,54.678920758903324,19.571343647821127
19,6.3839651809364355,5.637646814559041,45.78278324905151,56.73166962063437,20.345045683097332
20,6.170001155853504,5.672888154921544,44.14097888384179,57.5247903586121,20.488685066346612
21,6.040286108904133,5.7523076859236255,43.54979885078654,58.30921316517479,20.41460863422153
22,6.596493205582309,6.305282117758299,44.41284129244528,63.13997643394875,20.041632764379667
23,6.193120492662033,6.265040506455561,41.84711942865181,65.43845021397807,18.18218297650456
24,5.801610811970134,6.490567058358527,38.710948950869124,61.91779713187375,16.095427932847656
25,5.432596341401562,6.854778420931974,36.75429873328938,60.03843960728089,14.620386312520642
26,5.169226975362684,6.858343406916105,35.277763338818716,57.67681974069763,13.322613488309578
27,4.737630029993703,6.4795827018727845,33.98137020204194,51.52383089877647,11.705620339887162
28,3.994975087877711,5.4207925889750355,31.724747346308256,43.27003733834072,9.270716047451753
29,4.241905888845025,5.172571192048379,31.76255404589872,42.95756289902692,9.58454303936279
30,4.543186275116542,5.2430675703887095,33.094759453765136,45.27251412562771,11.67751157763488
31,5.043522562281363,5.189622280273911,34.869471269696646,47.23508144259525,13.606759153013524
32,5.547140918178572,5.37233142823588,37.45411723726033,51.18965920570037,15.860701464540227
33,6.130039915654527,5.3985186571783705,40.86524259237507,55.37247396971248,18.47245831073827
34,6.636459444362912,5.527249785952966,43.70455713691977,58.68493297810096,20.60249677293475
35,6.874176783905814,5.744917070749574,45.9822842864336,60.47974641909364,21.814313469580192
36,6.828197267479914,5.601741137578973,46.983838515218615,63.554881600742604,21.741474011545346
37,6.630428840391989,5.546761861232455,46.06622226453293,61.60875793642944,20.658906644467702
38,6.432353655149183,5.827948237601178,44.86980316824463,57.79343678857685,19.729629601395946
39,6.342160767105882,5.8748159523525505,44.6281377330868,54.78965866932375,19.593355708088527
40,6.526388918127419,5.558872748143263,46.2750534301184,53.357974388802056,20.632694676312425
41,6.80203353066475,5.347430230385993,49.32444445567231,56.073065397522655,23.133893893847123
42,6.622994737355485,5.752926695968542,49.70885764582492,59.42634279723278,23.91043822941218
43,6.243311660879679,5.876143285051754,48.093138642034965,60.91359503529553,24.486105352799168
44,6.046571763424271,5.766220904613102,45.37769653358996,60.09438424100529,23.44225677746426
45,5.885744714776681,5.902019582458481,44.20501906660282,60.13074435038693,22.430801147214975
46,6.471200715863116,6.484400281528429,45.06733018238864,64.83417119596706,21.521963708845544
47,5.961686694876878,6.817836407123986,42.83830143311369,65.75528217591585,18.896053232591427
48,5.5522116097108425,6.877785853811808,39.44025024988427,61.858200676339564,15.917038203395741
49,5.151755942763359,6.962124091175596,37.21704337456024,59.32029663871326,14.277481606441244
50,4.86493016580059,6.730093220647159,35.528785935785606,56.324020939300674,12.929627121517548
51,4.415266642716776,6.26376724182592,34.37241712761415,49.77775618615068,11.359402498083622
52,3.4431463757706666,4.97841329340898,31.565027791686315,39.874667540977626,8.568589180290859
53,3.5561619920074614,4.654381801546171,31.72436846012608,38.795957352095556,8.625985334383632
54,3.841212392226622,4.727808430447564,31.82495541891331,40.19115104938058,10.04214396169594
55,4.166441870288278,4.588624056479429,33.057813765112336,41.54943016314536,11.05027417238959
56,4.667389887089933,4.479237999967486,36.353414997764716,44.4666969979504,12.565868117156121
57,5.377573489208188,4.700090674555636,40.25418932116759,48.56207042950784,14.833579064295959
58,5.906790184345967,5.543677131181798,43.59887901117875,52.87786683635295,16.629389386671914
59,6.290166614916969,5.596732688682065,47.22483058977928,56.08298191753934,18.502700156462208
60,6.1992211165515965,5.636876993654534,47.88079309017842,59.227412365937916,19.344726743905802
61,5.940549505852225,5.531055375926251,46.97300901991902,56.41197322714308,17.58904088998011
62,5.630498566719776,5.955642172475891,45.61435894659734,52.17094285784827,16.919304788902778
63,5.521417936884051,5.661607238571348,45.62600576815815,49.09373769132395,16.82056728336003
64,5.752312578093672,5.358517504984467,46.73536152165862,47.96213726543628,17.696605085805732
65,6.123189517386809,5.483932842420323,49.91262371262846,51.328346522335735,20.586726387230065
66,6.061371822215494,5.4052801743583565,49.907424887867286,56.515752890540504,21.237580656103145
67,5.858726601002319,5.534698386377499,48.250653007315506,59.069469840923,22.013624695099693
68,5.690639465063318,5.46303647327773,46.75070145112016,58.577736520422526,21.895002495338098
69,5.551042455864665,5.490376996357748,46.460179704754026,58.610993104022874,21.36237178800989
70,6.265302211261796,5.784227787843119,47.376406790066206,63.26190304307598,20.62371175502809
71,5.897618760392934,5.821369272943125,45.534327863623815,63.255633904970566,17.95284858344491
72,5.576307269107543,6.033555239751966,42.69815823493528,61.339618511928826,15.32686571096655
73,5.300861672340494,5.890609934152212,40.891378791648755,59.16623991484309,13.771764147225303
